,Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist
682,683,159,1,2020-12-18--2020-12-25,Jingle Bells - Remastered 1999,"7,182,262",Frank Sinatra,4953667,4HEOgBHRCExyYVeTyrXsnL,"['adult standards', 'easy listening', 'lounge']",1957-09,2020-12-18--2020-12-25,36,0.512,0.339,-13.119,0.0498,0.727,0.0977,174.609,120693,0.951,G#/Ab,0.512,0.339,8,-13.119,1,0.0498,0.727,0.0,0.0977,0.951,174.609,audio_features,4HEOgBHRCExyYVeTyrXsnL,spotify:track:4HEOgBHRCExyYVeTyrXsnL,https://api.spotify.com/v1/tracks/4HEOgBHRCExyYVeTyrXsnL,https://api.spotify.com/v1/audio-analysis/4HEOgBHRCExyYVeTyrXsnL,120693,4,Jingle Bells - Remastered 1999,Frank Sinatra
683,684,160,1,2020-12-18--2020-12-25,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),"7,170,169",Mariah Carey,6931357,1Ri9P0ZPrqr6h0REDRdJBd,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2020-12-04,2020-12-18--2020-12-25,47,0.648,0.938,-3.298,0.115,0.0339,0.0564,78.496,200467,0.849,C#/Db,0.648,0.938,1,-3.298,1,0.115,0.0339,1.28e-06,0.0564,0.849,78.496,audio_features,1Ri9P0ZPrqr6h0REDRdJBd,spotify:track:1Ri9P0ZPrqr6h0REDRdJBd,https://api.spotify.com/v1/tracks/1Ri9P0ZPrqr6h0REDRdJBd,https://api.spotify.com/v1/audio-analysis/1Ri9P0ZPrqr6h0REDRdJBd,200467,4,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey
684,685,161,1,2020-12-18--2020-12-25,Do You Hear What I Hear? - Remastered 2006,"7,149,158",Bing Crosby,359973,5aDoUmxBsbdpS16alksb5Z,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",2006-01-01,2020-12-18--2020-12-25,44,0.566,0.246,-15.499,0.0276,0.813,0.195,101.529,165667,0.412,A#/Bb,0.532,0.246,10,-15.499,1,0.028,0.813,1.66e-06,0.195,0.414,101.369,audio_features,35z5xJpu76nakf65i1BCMl,spotify:track:35z5xJpu76nakf65i1BCMl,https://api.spotify.com/v1/tracks/35z5xJpu76nakf65i1BCMl,https://api.spotify.com/v1/audio-analysis/35z5xJpu76nakf65i1BCMl,165667,4,Do You Hear What I Hear? - Remastered 2006,Bing Crosby
685,686,167,1,2020-12-18--2020-12-25,Hallelujah,"6,985,392",Pentatonix,3083825,0HZk0QsXPhMNAWNDR3rYE8,['a cappella'],2017-12-06,2020-12-18--2020-12-25,60,0.364,0.378,-7.381,0.0331,0.47,0.339,89.918,268960,0.366,G,0.322,0.377,7,-7.385,0,0.0356,0.454,0.0,0.338,0.366,118.669,audio_features,550rQQCGkrTzvp4SfpOPzx,spotify:track:550rQQCGkrTzvp4SfpOPzx,https://api.spotify.com/v1/tracks/550rQQCGkrTzvp4SfpOPzx,https://api.spotify.com/v1/audio-analysis/550rQQCGkrTzvp4SfpOPzx,268960,4,Hallelujah,Pentatonix
686,687,175,1,2020-12-18--2020-12-25,This Christmas,"6,809,438",Donny Hathaway,424935,38xhBO2AKrJnjdjVnhJES6,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul']",1990-04-03,2020-12-18--2020-12-25,42,0.634,0.645,-9.2,0.0376,0.292,0.246,93.047,231173,0.677,F,0.634,0.645,5,-9.2,1,0.0376,0.292,0.0,0.246,0.677,93.047,audio_features,7MSYSOobsombc1mbDWFxtD,spotify:track:7MSYSOobsombc1mbDWFxtD,https://api.spotify.com/v1/tracks/7MSYSOobsombc1mbDWFxtD,https://api.spotify.com/v1/audio-analysis/7MSYSOobsombc1mbDWFxtD,231173,4,This Christmas,Donny Hathaway
687,688,180,1,2020-12-18--2020-12-25,Winter Wonderland,"6,680,928",Tony Bennett,659472,6kkJlaBYdyFcwCg67hW40t,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",2014-12-09,2020-12-18--2020-12-25,29,0.604,0.497,-6.676,0.0319,0.727,0.102,126.011,149307,0.72,C#/Db,0.452,0.366,0,-14.152,0,0.0415,0.833,0.0,0.0789,0.629,114.993,audio_features,4ricyQVd20UQde1jpXCSuJ,spotify:track:4ricyQVd20UQde1jpXCSuJ,https://api.spotify.com/v1/tracks/4ricyQVd20UQde1jpXCSuJ,https://api.spotify.com/v1/audio-analysis/4ricyQVd20UQde1jpXCSuJ,133867,4,Winter Wonderland,Tony Bennett
688,689,181,1,2020-12-18--2020-12-25,Christmas Tree Farm,"6,657,404",Taylor Swift,42227614,2mvabkN1i2gLnGAPUVdwek,"['pop', 'post-teen pop']",2019-12-06,2020-12-18--2020-12-25,52,0.598,0.68,-4.505,0.0331,0.06,0.324,134.002,228027,0.437,G,0.598,0.68,7,-4.505,1,0.0331,0.06,0.0,0.324,0.437,134.002,audio_features,2mvabkN1i2gLnGAPUVdwek,spotify:track:2mvabkN1i2gLnGAPUVdwek,https://api.spotify.com/v1/tracks/2mvabkN1i2gLnGAPUVdwek,https://api.spotify.com/v1/audio-analysis/2mvabkN1i2gLnGAPUVdwek,228027,4,Christmas Tree Farm,Taylor Swift
689,690,182,1,2020-12-18--2020-12-25,Cozy Little Christmas,"6,652,130",Katy Perry,18936929,02FaKXXL7KUtRc7K0k54tL,"['dance pop', 'pop', 'post-teen pop']",2018-11-15,2020-12-18--2020-12-25,41,0.774,0.608,-6.264,0.128,0.128,0.0895,137.494,182521,0.56,G,0.774,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,audio_features,02FaKXXL7KUtRc7K0k54tL,spotify:track:02FaKXXL7KUtRc7K0k54tL,https://api.spotify.com/v1/tracks/02FaKXXL7KUtRc7K0k54tL,https://api.spotify.com/v1/audio-analysis/02FaKXXL7KUtRc7K0k54tL,182521,4,Cozy Little Christmas,Katy Perry
690,691,184,1,2020-12-18--2020-12-25,"Merry Christmas, Happy Holidays","6,635,128",*NSYNC,1564750,4v9WbaxW8HdjqfUiWYWsII,"['boy band', 'dance pop', 'pop', 'post-teen pop']",1998-10-30,2020-12-18--2020-12-25,41,0.643,0.939,-3.967,0.0463,0.104,0.881,104.999,255307,0.756,F,0.643,0.939,5,-3.967,1,0.0463,0.104,0.0,0.881,0.756,104.999,audio_features,15coTBAzEN1bOeipoNDZAR,spotify:track:15coTBAzEN1bOeipoNDZAR,https://api.spotify.com/v1/tracks/15coTBAzEN1bOeipoNDZAR,https://api.spotify.com/v1/audio-analysis/15coTBAzEN1bOeipoNDZAR,255307,4,"Merry Christmas, Happy Holidays",*NSYNC
691,692,24,2,2020-12-11--2020-12-18,tolerate it,"6,635,109",Taylor Swift,42227614,0PurA4JVJ8YQgSVopY8fn6,"['pop', 'post-teen pop']",2020-12-11,"2020-12-18--2020-12-25
2020-12-11--2020-12-18",67,0.316,0.361,-10.381,0.0488,0.878,0.0797,74.952,245440,0.221,A,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,audio_features,0PurA4JVJ8YQgSVopY8fn6,spotify:track:0PurA4JVJ8YQgSVopY8fn6,https://api.spotify.com/v1/tracks/0PurA4JVJ8YQgSVopY8fn6,https://api.spotify.com/v1/audio-analysis/0PurA4JVJ8YQgSVopY8fn6,245440,5,tolerate it,Taylor Swift
692,693,192,1,2020-12-18--2020-12-25,Please Come Home for Christmas - 2013 Remaster,"6,400,108",Eagles,6896776,3QIoEi8Enr9uHffwInGIsC,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1994,2020-12-18--2020-12-25,44,0.612,0.289,-11.568,0.0421,0.599,0.0561,183.18,177440,0.466,A,0.612,0.289,9,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18,audio_features,3QIoEi8Enr9uHffwInGIsC,spotify:track:3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/tracks/3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/audio-analysis/3QIoEi8Enr9uHffwInGIsC,177440,3,Please Come Home for Christmas - 2013 Remaster,Eagles
693,694,197,1,2020-12-18--2020-12-25,My Kind Of Present,"6,278,993",Meghan Trainor,10606572,2rkb8ijsPapKDMEh0cSe8I,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",2020-10-30,2020-12-18--2020-12-25,41,0.485,0.444,-6.232,0.195,0.373,0.0969,179.967,161013,0.777,C#/Db,0.485,0.444,1,-6.232,1,0.195,0.373,2.5e-06,0.0969,0.777,179.967,audio_features,2rkb8ijsPapKDMEh0cSe8I,spotify:track:2rkb8ijsPapKDMEh0cSe8I,https://api.spotify.com/v1/tracks/2rkb8ijsPapKDMEh0cSe8I,https://api.spotify.com/v1/audio-analysis/2rkb8ijsPapKDMEh0cSe8I,161013,3,My Kind Of Present,Meghan Trainor
694,695,28,1,2020-12-11--2020-12-18,happiness,"16,213,589",Taylor Swift,42227614,73YUReisjb3A9ActdLLjJQ,"['pop', 'post-teen pop']",2020-12-11,2020-12-11--2020-12-18,65,0.559,0.334,-10.733,0.0376,0.87,0.114,122.079,315147,0.211,B,0.559,0.334,11,-10.733,1,0.0376,0.87,0.0,0.114,0.211,122.079,audio_features,73YUReisjb3A9ActdLLjJQ,spotify:track:73YUReisjb3A9ActdLLjJQ,https://api.spotify.com/v1/tracks/73YUReisjb3A9ActdLLjJQ,https://api.spotify.com/v1/audio-analysis/73YUReisjb3A9ActdLLjJQ,315147,4,happiness,Taylor Swift
695,696,34,1,2020-12-11--2020-12-18,ivy,"14,519,547",Taylor Swift,42227614,19CSr8rwW05VJL2F91KFNK,"['pop', 'post-teen pop']",2020-12-11,2020-12-11--2020-12-18,66,0.515,0.545,-9.277,0.0353,0.855,0.0921,88.856,260440,0.535,D,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,audio_features,19CSr8rwW05VJL2F91KFNK,spotify:track:19CSr8rwW05VJL2F91KFNK,https://api.spotify.com/v1/tracks/19CSr8rwW05VJL2F91KFNK,https://api.spotify.com/v1/audio-analysis/19CSr8rwW05VJL2F91KFNK,260440,4,ivy,Taylor Swift
696,697,38,1,2020-12-11--2020-12-18,dorothea,"14,392,788",Taylor Swift,42227614,670fUmXf4KQekzbEgaXyPA,"['pop', 'post-teen pop']",2020-12-11,2020-12-11--2020-12-18,64,0.605,0.488,-8.322,0.0264,0.696,0.129,119.966,225880,0.354,E,0.607,0.488,4,-8.329,1,0.0264,0.694,0.0,0.129,0.361,119.953,audio_features,3w9VRlKPvNxj40RdUGRweH,spotify:track:3w9VRlKPvNxj40RdUGRweH,https://api.spotify.com/v1/tracks/3w9VRlKPvNxj40RdUGRweH,https://api.spotify.com/v1/audio-analysis/3w9VRlKPvNxj40RdUGRweH,225880,4,dorothea,Taylor Swift
697,698,39,1,2020-12-11--2020-12-18,coney island (feat. The National),"14,385,703",Taylor Swift,42227614,3k7ne7VmH43ZPWxPdvPUgR,"['pop', 'post-teen pop']",2020-12-11,2020-12-11--2020-12-18,64,0.537,0.537,-11.266,0.0617,0.819,0.142,107.895,275320,0.292,G#/Ab,0.529,0.536,8,-11.269,1,0.0627,0.826,0.00082,0.141,0.304,107.873,audio_features,4tyX1rw9X309WkEdh2As4B,spotify:track:4tyX1rw9X309WkEdh2As4B,https://api.spotify.com/v1/tracks/4tyX1rw9X309WkEdh2As4B,https://api.spotify.com/v1/audio-analysis/4tyX1rw9X309WkEdh2As4B,275320,4,coney island (feat. The National),Taylor Swift
698,699,43,1,2020-12-11--2020-12-18,evermore (feat. Bon Iver),"13,810,722",Taylor Swift,42227614,3O5osWf1rSoKMwe6E9ZaXP,"['pop', 'post-teen pop']",2020-12-11,2020-12-11--2020-12-18,66,0.39,0.27,-10.673,0.0308,0.937,0.111,125.177,304107,0.32,C#/Db,0.395,0.27,1,-10.672,1,0.0309,0.937,0.00249,0.111,0.314,120.94,audio_features,0AaV4MJrgmLV3XhoiWXjjb,spotify:track:0AaV4MJrgmLV3XhoiWXjjb,https://api.spotify.com/v1/tracks/0AaV4MJrgmLV3XhoiWXjjb,https://api.spotify.com/v1/audio-analysis/0AaV4MJrgmLV3XhoiWXjjb,304107,5,evermore (feat. Bon Iver),Taylor Swift
699,700,45,1,2020-12-11--2020-12-18,long story short,"13,583,538",Taylor Swift,42227614,2o2sgVJIgFXk8GQjWTgI6U,"['pop', 'post-teen pop']",2020-12-11,2020-12-11--2020-12-18,66,0.546,0.73,-7.704,0.0417,0.66,0.0972,157.895,215920,0.573,C,0.546,0.732,0,-7.715,1,0.0423,0.674,0.184,0.0972,0.571,157.893,audio_features,0vVMlbdYx2080Oa9FndPZr,spotify:track:0vVMlbdYx2080Oa9FndPZr,https://api.spotify.com/v1/tracks/0vVMlbdYx2080Oa9FndPZr,https://api.spotify.com/v1/audio-analysis/0vVMlbdYx2080Oa9FndPZr,215920,4,long story short,Taylor Swift
700,701,53,1,2020-12-11--2020-12-18,cowboy like me,"12,782,098",Taylor Swift,42227614,1XjHRolIXL2M1EEOUsGGR4,"['pop', 'post-teen pop']",2020-12-11,2020-12-11--2020-12-18,64,0.604,0.517,-9.014,0.0347,0.768,0.123,127.967,275040,0.511,C,0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,audio_features,1XjHRolIXL2M1EEOUsGGR4,spotify:track:1XjHRolIXL2M1EEOUsGGR4,https://api.spotify.com/v1/tracks/1XjHRolIXL2M1EEOUsGGR4,https://api.spotify.com/v1/audio-analysis/1XjHRolIXL2M1EEOUsGGR4,275040,4,cowboy like me,Taylor Swift
701,702,57,1,2020-12-11--2020-12-18,marjorie,"12,234,761",Taylor Swift,42227614,12ntTeqEeTg7GAVpe8Mhpl,"['pop', 'post-teen pop']",2020-12-11,2020-12-11--2020-12-18,64,0.535,0.561,-11.609,0.0484,0.876,0.115,96.103,257773,0.287,F,0.535,0.562,5,-11.615,1,0.0479,0.878,0.000132,0.114,0.294,96.103,audio_features,7vBNFh3NIZTj6tB5s1IBjE,spotify:track:7vBNFh3NIZTj6tB5s1IBjE,https://api.spotify.com/v1/tracks/7vBNFh3NIZTj6tB5s1IBjE,https://api.spotify.com/v1/audio-analysis/7vBNFh3NIZTj6tB5s1IBjE,257773,4,marjorie,Taylor Swift
702,703,70,1,2020-12-11--2020-12-18,closure,"11,245,393",Taylor Swift,42227614,35rdVq36LMHQX0Suw9a6tK,"['pop', 'post-teen pop']",2020-12-11,2020-12-11--2020-12-18,62,0.689,0.704,-10.813,0.245,0.835,0.134,151.884,180653,0.92,A,0.686,0.705,9,-10.823,1,0.249,0.832,4.55e-06,0.134,0.919,151.868,audio_features,3uayvzcbqFydIbgUeC6EJh,spotify:track:3uayvzcbqFydIbgUeC6EJh,https://api.spotify.com/v1/tracks/3uayvzcbqFydIbgUeC6EJh,https://api.spotify.com/v1/audio-analysis/3uayvzcbqFydIbgUeC6EJh,180653,5,closure,Taylor Swift
703,704,74,1,2020-12-11--2020-12-18,She Knows This,"10,561,183",Kid Cudi,5002317,1xzUQMiCoY5pdego0pHMeV,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,2020-12-11--2020-12-18,64,0.39,0.724,-7.607,0.0889,0.162,0.393,165.945,216560,0.312,F#/Gb,0.39,0.724,6,-7.607,0,0.0889,0.162,0.0,0.393,0.312,165.945,audio_features,1xzUQMiCoY5pdego0pHMeV,spotify:track:1xzUQMiCoY5pdego0pHMeV,https://api.spotify.com/v1/tracks/1xzUQMiCoY5pdego0pHMeV,https://api.spotify.com/v1/audio-analysis/1xzUQMiCoY5pdego0pHMeV,216560,4,She Knows This,Kid Cudi
704,705,97,1,2020-12-11--2020-12-18,Another Day,"8,901,697",Kid Cudi,5002317,6myUpr3GDR80Dg3zqNTmmG,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,2020-12-11--2020-12-18,63,0.646,0.758,-7.75,0.0708,0.556,0.335,172.995,199787,0.0642,E,0.646,0.758,4,-7.75,0,0.0708,0.556,0.00316,0.335,0.0642,172.995,audio_features,6myUpr3GDR80Dg3zqNTmmG,spotify:track:6myUpr3GDR80Dg3zqNTmmG,https://api.spotify.com/v1/tracks/6myUpr3GDR80Dg3zqNTmmG,https://api.spotify.com/v1/audio-analysis/6myUpr3GDR80Dg3zqNTmmG,199787,4,Another Day,Kid Cudi
705,706,126,1,2020-12-11--2020-12-18,"Solo Dolo, Pt. III","7,655,623",Kid Cudi,5002317,27oVCAziETRbNuo5A8LNpg,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,2020-12-11--2020-12-18,61,0.589,0.727,-6.907,0.0866,0.239,0.164,152.058,242267,0.52,A#/Bb,0.589,0.727,10,-6.907,0,0.0866,0.239,0.0277,0.164,0.52,152.058,audio_features,27oVCAziETRbNuo5A8LNpg,spotify:track:27oVCAziETRbNuo5A8LNpg,https://api.spotify.com/v1/tracks/27oVCAziETRbNuo5A8LNpg,https://api.spotify.com/v1/audio-analysis/27oVCAziETRbNuo5A8LNpg,242267,4,"Solo Dolo, Pt. III",Kid Cudi
706,707,129,1,2020-12-11--2020-12-18,Dive,"7,524,738",Kid Cudi,5002317,7Hc3YL8oDiAzbiAW32KXrw,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,2020-12-11--2020-12-18,60,0.64,0.621,-8.269,0.0679,0.67,0.36,123.105,148707,0.332,A,0.64,0.621,9,-8.269,0,0.0679,0.67,0.0,0.36,0.332,123.105,audio_features,7Hc3YL8oDiAzbiAW32KXrw,spotify:track:7Hc3YL8oDiAzbiAW32KXrw,https://api.spotify.com/v1/tracks/7Hc3YL8oDiAzbiAW32KXrw,https://api.spotify.com/v1/audio-analysis/7Hc3YL8oDiAzbiAW32KXrw,148707,4,Dive,Kid Cudi
707,708,139,1,2020-12-11--2020-12-18,Heaven On Earth,"7,117,347",Kid Cudi,5002317,2koUj1Fn5TKFEkChSmBPIb,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,2020-12-11--2020-12-18,59,0.786,0.61,-6.736,0.0558,0.379,0.0765,130.036,201093,0.228,C,0.786,0.61,0,-6.736,1,0.0558,0.379,0.00082,0.0765,0.228,130.036,audio_features,2koUj1Fn5TKFEkChSmBPIb,spotify:track:2koUj1Fn5TKFEkChSmBPIb,https://api.spotify.com/v1/tracks/2koUj1Fn5TKFEkChSmBPIb,https://api.spotify.com/v1/audio-analysis/2koUj1Fn5TKFEkChSmBPIb,201093,4,Heaven On Earth,Kid Cudi
708,709,147,1,2020-12-11--2020-12-18,Sad People,"6,865,689",Kid Cudi,5002317,4nuAslShoN77tq12fzwjUq,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,2020-12-11--2020-12-18,62,0.636,0.647,-6.971,0.0381,0.247,0.113,158.073,176027,0.416,F,0.636,0.647,5,-6.971,0,0.0381,0.247,0.00123,0.113,0.416,158.073,audio_features,4nuAslShoN77tq12fzwjUq,spotify:track:4nuAslShoN77tq12fzwjUq,https://api.spotify.com/v1/tracks/4nuAslShoN77tq12fzwjUq,https://api.spotify.com/v1/audio-analysis/4nuAslShoN77tq12fzwjUq,176027,4,Sad People,Kid Cudi
709,710,152,1,2020-12-11--2020-12-18,Damaged,"6,763,705",Kid Cudi,5002317,2n7Ao4nyESBa5ti8gcAbBt,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,2020-12-11--2020-12-18,57,0.625,0.581,-7.1,0.0316,0.553,0.254,142.04,150853,0.267,G#/Ab,0.625,0.581,8,-7.1,1,0.0316,0.553,0.00111,0.254,0.267,142.04,audio_features,2n7Ao4nyESBa5ti8gcAbBt,spotify:track:2n7Ao4nyESBa5ti8gcAbBt,https://api.spotify.com/v1/tracks/2n7Ao4nyESBa5ti8gcAbBt,https://api.spotify.com/v1/audio-analysis/2n7Ao4nyESBa5ti8gcAbBt,150853,4,Damaged,Kid Cudi
710,711,17,3,2020-11-27--2020-12-04,YO VISTO ASÍ,"6,388,079",Bad Bunny,36177712,5fROvzNghPid8mbKNDYvpJ,"['latin', 'reggaeton', 'trap latino']",2020-11-27,"2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04",73,0.688,0.881,-4.889,0.0474,0.0947,0.0804,123.013,191526,0.677,G,0.688,0.881,7,-4.889,0,0.0474,0.0947,0.0,0.0804,0.677,123.013,audio_features,5fROvzNghPid8mbKNDYvpJ,spotify:track:5fROvzNghPid8mbKNDYvpJ,https://api.spotify.com/v1/tracks/5fROvzNghPid8mbKNDYvpJ,https://api.spotify.com/v1/audio-analysis/5fROvzNghPid8mbKNDYvpJ,191526,4,YO VISTO ASÍ,Bad Bunny
711,712,183,1,2020-12-11--2020-12-18,Beautiful Trip,"6,108,393",Kid Cudi,5002317,4IIuCotvqijraSdnVLaFnM,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,2020-12-11--2020-12-18,54,0.331,0.513,-15.392,0.632,0.972,0.882,133.971,37013,0.42,B,0.336,0.533,11,-14.672,0,0.744,0.977,0.807,0.897,0.417,127.829,audio_features,3Z5taVHYljiWv6itioRRRw,spotify:track:3Z5taVHYljiWv6itioRRRw,https://api.spotify.com/v1/tracks/3Z5taVHYljiWv6itioRRRw,https://api.spotify.com/v1/audio-analysis/3Z5taVHYljiWv6itioRRRw,37013,4,Beautiful Trip,Kid Cudi
712,713,185,1,2020-12-11--2020-12-18,The Void,"6,068,816",Kid Cudi,5002317,2yg7MXp8nSPaf61HVkhEr3,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,2020-12-11--2020-12-18,61,0.464,0.459,-8.736,0.0314,0.365,0.117,142.017,325413,0.0786,G,0.464,0.459,7,-8.736,0,0.0314,0.365,0.28,0.117,0.0786,142.017,audio_features,2yg7MXp8nSPaf61HVkhEr3,spotify:track:2yg7MXp8nSPaf61HVkhEr3,https://api.spotify.com/v1/tracks/2yg7MXp8nSPaf61HVkhEr3,https://api.spotify.com/v1/audio-analysis/2yg7MXp8nSPaf61HVkhEr3,325413,4,The Void,Kid Cudi
713,714,1,12,2020-07-24--2020-07-31,cardigan,"5,845,457",Taylor Swift,42227614,4R2kfaDFhslZEMJqAFNpdd,"['pop', 'post-teen pop']",2020-07-24,"2020-12-11--2020-12-18
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31",79,0.613,0.581,-8.588,0.0424,0.537,0.25,130.033,239560,0.551,C,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,audio_features,4R2kfaDFhslZEMJqAFNpdd,spotify:track:4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd,239560,4,cardigan,Taylor Swift
714,715,74,1,2020-12-04--2020-12-11,Real Shit (with benny blanco),"9,325,928",Juice WRLD,19102888,3uVPLtkmDu8pDkYEAVqbgS,"['chicago rap', 'melodic rap']",2020-12-02,2020-12-04--2020-12-11,70,0.703,0.703,-4.672,0.133,0.605,0.12,76.017,183783,0.697,C#/Db,0.703,0.703,1,-4.672,1,0.133,0.605,0.0,0.12,0.697,76.017,audio_features,3uVPLtkmDu8pDkYEAVqbgS,spotify:track:3uVPLtkmDu8pDkYEAVqbgS,https://api.spotify.com/v1/tracks/3uVPLtkmDu8pDkYEAVqbgS,https://api.spotify.com/v1/audio-analysis/3uVPLtkmDu8pDkYEAVqbgS,183783,4,Real Shit (with benny blanco),Juice WRLD
715,716,104,1,2020-12-04--2020-12-11,Teach Me How To Love,"7,932,101",Shawn Mendes,33893352,5LZtB6nxvjIhUoElp3Zqk0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",2020-12-04,2020-12-04--2020-12-11,68,0.592,0.885,-4.944,0.0807,0.0505,0.0843,98.991,202357,0.731,A,0.592,0.885,9,-4.944,0,0.0807,0.0505,2.38e-06,0.0843,0.731,98.991,audio_features,5LZtB6nxvjIhUoElp3Zqk0,spotify:track:5LZtB6nxvjIhUoElp3Zqk0,https://api.spotify.com/v1/tracks/5LZtB6nxvjIhUoElp3Zqk0,https://api.spotify.com/v1/audio-analysis/5LZtB6nxvjIhUoElp3Zqk0,202357,4,Teach Me How To Love,Shawn Mendes
716,717,138,1,2020-12-04--2020-12-11,Blinding Lights (with ROSALÍA) - Remix,"6,653,913",The Weeknd,35340069,7MXgrcOQAJ5VwSNUL0lDd3,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-12-04,2020-12-04--2020-12-11,64,0.49,0.694,-5.793,0.0618,0.0133,0.0946,170.903,216123,0.249,F,0.49,0.694,5,-5.793,0,0.0618,0.0133,4.62e-05,0.0946,0.249,170.903,audio_features,7MXgrcOQAJ5VwSNUL0lDd3,spotify:track:7MXgrcOQAJ5VwSNUL0lDd3,https://api.spotify.com/v1/tracks/7MXgrcOQAJ5VwSNUL0lDd3,https://api.spotify.com/v1/audio-analysis/7MXgrcOQAJ5VwSNUL0lDd3,216123,4,Blinding Lights (with ROSALÍA) - Remix,The Weeknd
717,718,15,24,2020-07-17--2020-07-24,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","6,567,755","Tory Lanez, Jack Harlow",3828418,2MbdDtCv5LUVjYy9RuGTgC,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",2020-06-24,"2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03",80,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478,0.835,B,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,audio_features,2MbdDtCv5LUVjYy9RuGTgC,spotify:track:2MbdDtCv5LUVjYy9RuGTgC,https://api.spotify.com/v1/tracks/2MbdDtCv5LUVjYy9RuGTgC,https://api.spotify.com/v1/audio-analysis/2MbdDtCv5LUVjYy9RuGTgC,227478,4,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Tory Lanez, Jack Harlow"
